date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:17:34	189281/189281	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:16:53%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index52f0.json	(from http://localhost/jurnal%20afisena/)
16:17:38	99114/99114	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2009:17:34%20GMT	http://localhost/jurnal%20afisena/?p=9	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexb5fb.html	(from http://localhost/jurnal%20afisena/)
16:18:04	159353/159353	---M--	200	added ('OK')	image/png	etag:%2226e79-624b1bb29bb1a%22	http://localhost/jurnal%20afisena/wp-content/uploads/2024/10/no-bg-data-diri-foto.png	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/uploads/2024/10/no-bg-data-diri-foto.png	(from http://localhost/jurnal%20afisena/)
16:18:09	98940/98940	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2009:18:05%20GMT	http://localhost/jurnal%20afisena/?p=6	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index42dc.html	(from http://localhost/jurnal%20afisena/)
16:18:33	151102/151102	---M--	200	added ('OK')	text/javascript	etag:%2224e3e-624b04306c5b8%22	http://localhost/jurnal%20afisena/wp-content/themes/blogprise/assets/lib/swiper/swiper-bundle.min.js?ver=1.0.3	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/themes/blogprise/assets/lib/swiper/swiper-bundle.min4bf4.js	(from http://localhost/jurnal%20afisena/)
16:18:36	12163/12163	---M--	200	added ('OK')	text/javascript	etag:%222f83-624b04305eab4%22	http://localhost/jurnal%20afisena/wp-content/themes/blogprise/assets/custom/js/script.min.js?ver=1.0.3	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/themes/blogprise/assets/custom/js/script.min4bf4.js	(from http://localhost/jurnal%20afisena/)
16:18:37	4340/4340	---M--	200	added ('OK')	font/woff2	etag:%2210f4-624b0ae8999e2%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6u_w4BMUTPHjxsI9w2_FQft1dw.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6u_w4BMUTPHjxsI9w2_FQft1dw.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:18:40	17728/17728	---M--	200	added ('OK')	font/woff2	etag:%224540-624b0ae8e08c0%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6u_w4BMUTPHjxsI9w2_Gwft.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6u_w4BMUTPHjxsI9w2_Gwft.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:18:41	5600/5600	---M--	200	added ('OK')	font/woff2	etag:%2215e0-624b0ae91fd91%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6u8w4BMUTPHjxsAUi-qJCY.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6u8w4BMUTPHjxsAUi-qJCY.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:18:45	24408/24408	---M--	200	added ('OK')	font/woff2	etag:%225f58-624b0ae96d2aa%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6u8w4BMUTPHjxsAXC-q.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6u8w4BMUTPHjxsAXC-q.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:18:46	5616/5616	---M--	200	added ('OK')	font/woff2	etag:%2215f0-624b0ae9a88f5%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6u_w4BMUTPHjxsI5wq_FQft1dw.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6u_w4BMUTPHjxsI5wq_FQft1dw.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:18:51	24448/24448	---M--	200	added ('OK')	font/woff2	etag:%225f80-624b0ae9f589d%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6u_w4BMUTPHjxsI5wq_Gwft.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6u_w4BMUTPHjxsI5wq_Gwft.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:18:52	5624/5624	---M--	200	added ('OK')	font/woff2	etag:%2215f8-624b0aea34b24%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6u9w4BMUTPHh7USSwaPGR_p.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6u9w4BMUTPHh7USSwaPGR_p.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:18:56	23236/23236	---M--	200	added ('OK')	font/woff2	etag:%225ac4-624b0aea7a297%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6u9w4BMUTPHh7USSwiPGQ.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6u9w4BMUTPHh7USSwiPGQ.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:18:57	5472/5472	---M--	200	added ('OK')	font/woff2	etag:%221560-624b0aeab9d5d%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6uyw4BMUTPHjxAwXjeu.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6uyw4BMUTPHjxAwXjeu.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:18:57	671510/671510	---M--	200	added ('OK')	image/jpeg	etag:%22a3f16-6250f09ba18a5%22	http://localhost/jurnal%20afisena/wp-content/uploads/2024/10/Uang-yang-sebenarnya.jpg	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/uploads/2024/10/Uang-yang-sebenarnya.jpg	(from http://localhost/jurnal%20afisena/)
16:18:58	5368/5368	---M--	200	added ('OK')	font/woff2	etag:%2214f8-624b0aeb55070%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6u9w4BMUTPHh6UVSwaPGR_p.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6u9w4BMUTPHh6UVSwaPGR_p.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:01	23580/23580	---M--	200	added ('OK')	font/woff2	etag:%225c1c-624b0aeb0bd9c%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6uyw4BMUTPHjx4wXg.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6uyw4BMUTPHjx4wXg.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:02	23040/23040	---M--	200	added ('OK')	font/woff2	etag:%225a00-624b0aeba021c%22	http://localhost/jurnal%20afisena/wp-content/fonts/lato/S6u9w4BMUTPHh6UVSwiPGQ.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/lato/S6u9w4BMUTPHh6UVSwiPGQ.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:05	23716/23716	---M--	200	added ('OK')	font/woff2	etag:%225ca4-624b0aebed5ce%22	http://localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUQjIg1_i6t8kCHKm459WxRxC7mw9c.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUQjIg1_i6t8kCHKm459WxRxC7mw9c.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:06	21932/21932	---M--	200	added ('OK')	font/woff2	etag:%2255ac-624b0aec3cd2c%22	http://localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUQjIg1_i6t8kCHKm459WxRzS7mw9c.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUQjIg1_i6t8kCHKm459WxRzS7mw9c.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:07	9728/9728	---M--	200	added ('OK')	font/woff2	etag:%222600-624b0aec80752%22	http://localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUQjIg1_i6t8kCHKm459WxRxi7mw9c.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUQjIg1_i6t8kCHKm459WxRxi7mw9c.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:11	28892/28892	---M--	200	added ('OK')	font/woff2	etag:%2270dc-624b0aecd4987%22	http://localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUQjIg1_i6t8kCHKm459WxRxy7mw9c.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUQjIg1_i6t8kCHKm459WxRxy7mw9c.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:13	34288/34288	---M--	200	added ('OK')	font/woff2	etag:%2285f0-624b0aed2639c%22	http://localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUQjIg1_i6t8kCHKm459WxRyS7m.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUQjIg1_i6t8kCHKm459WxRyS7m.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:15	23516/23516	---M--	200	added ('OK')	font/woff2	etag:%225bdc-624b0aed7ce28%22	http://localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUSjIg1_i6t8kCHKm459WRhyzbi.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUSjIg1_i6t8kCHKm459WRhyzbi.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:16	21288/21288	---M--	200	added ('OK')	font/woff2	etag:%225328-624b0aedc933c%22	http://localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUSjIg1_i6t8kCHKm459W1hyzbi.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUSjIg1_i6t8kCHKm459W1hyzbi.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:16	9512/9512	---M--	200	added ('OK')	font/woff2	etag:%222528-624b0aee0d2da%22	http://localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUSjIg1_i6t8kCHKm459WZhyzbi.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUSjIg1_i6t8kCHKm459WZhyzbi.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:21	27812/27812	---M--	200	added ('OK')	font/woff2	etag:%226ca4-624b0aee59d63%22	http://localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUSjIg1_i6t8kCHKm459Wdhyzbi.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUSjIg1_i6t8kCHKm459Wdhyzbi.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:22	725/725	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:19:21%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/categories/2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index04a2.json	(from http://localhost/jurnal%20afisena/?cat=2)
16:19:22	33092/33092	---M--	200	added ('OK')	font/woff2	etag:%228144-624b0aef11e2f%22	http://localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUSjIg1_i6t8kCHKm459Wlhyw.woff2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/fonts/montserrat/JTUSjIg1_i6t8kCHKm459Wlhyw.woff2	(from http://localhost/jurnal%20afisena/wp-content/fonts/89f4a2c9cd7f7098e4e349c10b680d0c.css)
16:19:25	12926/12926	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:19:22%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/posts/38	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index2336.json	(from http://localhost/jurnal%20afisena/?p=38)
16:19:25	800/800	---M--	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&p=38	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index666f.html	(from http://localhost/jurnal%20afisena/?p=38)
16:19:26	2426/2426	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:19:25%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fjurnal%2520afisena%2F%3Fp%3D38	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index6d1a.json	(from http://localhost/jurnal%20afisena/?p=38)
16:19:26	26438/26438	---MC-	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&cat=2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexb63a.html	(from http://localhost/jurnal%20afisena/?cat=2)
16:19:27	2623/2623	---M--	200	added ('OK')	text/xml	date:Fri,%2001%20Nov%202024%2009:19:26%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fjurnal%2520afisena%2F%3Fp%3D38&format=xml	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index89ab.php	(from http://localhost/jurnal%20afisena/?p=38)
16:19:27	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Fri,%2001%20Nov%202024%2009:19:27%20GMT	http://localhost/jurnal%20afisena/xmlrpc.php	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/xmlrpc.27.delayed	(from http://localhost/jurnal%20afisena/?p=38)
16:19:28	2981/2981	---M--	200	added ('OK')	text/javascript	etag:%22ba5-61bdf6e5539c0%22	http://localhost/jurnal%20afisena/wp-includes/js/comment-reply.min.js?ver=6.6.2	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-includes/js/comment-reply.min109c.js	(from http://localhost/jurnal%20afisena/?p=38)
16:19:33	658/658	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:19:31%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/users/1	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexce84.json	(from http://localhost/jurnal%20afisena/?author=1)
16:19:35	87308/87308	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2009:19:27%20GMT	http://localhost/jurnal%20afisena/?tag=afisena-fahmi-fikri	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index48a8.html	(from http://localhost/jurnal%20afisena/?p=38)
16:19:36	87238/87238	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2009:19:28%20GMT	http://localhost/jurnal%20afisena/?tag=cryptocurrency	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexa569.html	(from http://localhost/jurnal%20afisena/?p=38)
16:19:39	84672/84672	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2009:19:33%20GMT	http://localhost/jurnal%20afisena/?tag=fiat-money	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexc0d9.html	(from http://localhost/jurnal%20afisena/?p=38)
16:19:39	8333/8333	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:19:36%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/posts/9	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexecf0.json	(from http://localhost/jurnal%20afisena/?p=9)
16:19:39	769/769	---M--	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&p=9	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index57a0.html	(from http://localhost/jurnal%20afisena/?p=9)
16:19:40	2340/2340	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:19:39%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fjurnal%2520afisena%2F%3Fp%3D9	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index6a01.json	(from http://localhost/jurnal%20afisena/?p=9)
16:19:40	2537/2537	---M--	200	added ('OK')	text/xml	date:Fri,%2001%20Nov%202024%2009:19:39%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fjurnal%2520afisena%2F%3Fp%3D9&format=xml	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexbcfd.php	(from http://localhost/jurnal%20afisena/?p=9)
16:19:44	26441/26441	---MC-	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&author=1	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index78a0.html	(from http://localhost/jurnal%20afisena/?author=1)
16:19:48	84607/84607	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2009:19:40%20GMT	http://localhost/jurnal%20afisena/?tag=aset-digital	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index487d.html	(from http://localhost/jurnal%20afisena/?p=9)
16:19:49	84592/84592	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2009:19:40%20GMT	http://localhost/jurnal%20afisena/?tag=bitcoin	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexbba3.html	(from http://localhost/jurnal%20afisena/?p=9)
16:19:50	84567/84567	---MC-	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2009:19:44%20GMT	http://localhost/jurnal%20afisena/?tag=bitcoin-scam	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index520d.html	(from http://localhost/jurnal%20afisena/?p=9)
16:19:54	1027170/1027170	---M--	200	added ('OK')	image/png	etag:%22fac62-624b09de1322c%22	http://localhost/jurnal%20afisena/wp-content/uploads/2024/10/Is-a-Ponzi-Scheme-1-min.png	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/wp-content/uploads/2024/10/Is-a-Ponzi-Scheme-1-min.png	(from http://localhost/jurnal%20afisena/)
16:19:54	799/799	---M--	200	added ('OK')	application/rss+xml	etag:%22e36eee646b9fba4612b894022b3a5c6c%22	http://localhost/jurnal%20afisena/?feed=rss2&p=6	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/index1d26.html	(from http://localhost/jurnal%20afisena/?p=6)
16:19:55	8887/8887	---MC-	200	added ('OK')	application/json	date:Fri,%2001%20Nov%202024%2009:19:54%20GMT	http://localhost/jurnal%20afisena/index.php?rest_route=/wp/v2/posts/6	D:/Web%20Development/HTtrack(eksport%20from%20wordpress)/jurnal%20afisena/localhost/jurnal%20afisena/indexd69f.json	(from http://localhost/jurnal%20afisena/?p=6)
